"topic_1","topic_2","topic_3","topic_4","topic_5","topic_6","topic_7","topic_8","topic_9","topic_10","topic_11","topic_12","topic_13","topic_14","topic_15","topic_16","topic_17","topic_18","topic_19","topic_20","topic_21","topic_22","topic_23","topic_24","topic_25","topic_26","topic_27","topic_28","topic_29","topic_30","topic_31","topic_32","topic_33","topic_34","topic_35","topic_36","topic_37","topic_38","topic_39","topic_40","topic_41","topic_42","topic_43","topic_44","topic_45","topic_46","topic_47","topic_48","topic_49","topic_50","msoa11cd"
0,0.0057,0,0.0114,0,0,0,6e-04,0,0,0,0.0082,0.0014,0,6e-04,0,0,1e-04,0.0036,0,0,3e-04,0,0.3972,0,0.0012,3e-04,0,0,0.0213,0,0,0,0,6e-04,0.0173,0,0,0,0.0305,0,0,0.0038,0.0617,0.0018,0,0.4105,0,0.0018,0.02,"E02004512"
0,0,1e-04,1e-04,0,0,0,0.0987,0.0525,5e-04,1e-04,0,0.0916,4e-04,0.0026,0,4e-04,0.0013,0,0,1e-04,0.0055,0.1398,0,0.0013,0.0017,0,0,0,0.0193,0.0011,0.0223,0,0,0.0119,0.0602,6e-04,0,0.2526,0,0,0,0,0.0723,9e-04,0.0013,0.0889,0.0704,0.0011,3e-04,"E02004513"
0.0033,0,0.0385,0.1292,0.034,0,0,0,0,0,0,0.0417,0.073,3e-04,0.1041,4e-04,0,0.0018,0,0.0064,1e-04,0.0124,4e-04,8e-04,0,0,0,0,0,0,0,0,0.0066,0,0,0.0044,0,0.0042,0.0085,0.5252,0,0,0,0,0.0041,4e-04,0,0,2e-04,2e-04,"E02004514"
0.0094,0,1e-04,0,0,0.046,0.074,2e-04,0.0406,1e-04,0,0,0.0077,0.0038,0.0027,7e-04,0.0409,3e-04,0,0,0,0.0321,0.0039,3e-04,0,0,0.0175,0.0025,0.2909,0.0182,0,0,0,0,0.0081,0.0765,0,0,0.0124,0,0.0015,0.0937,0,0,0.2123,0.0024,0,0.0011,1e-04,0,"E02004515"
1e-04,6e-04,0.0018,0,0,0.1289,0.0029,0.0185,0.0016,0.203,4e-04,0.0284,0,0,0,0,0,0,0.0026,0,0.2027,0.0132,0,0.006,0,0.0025,0.1711,1e-04,0.0013,1e-04,0,1e-04,0,0.0103,7e-04,1e-04,5e-04,0.0292,0.134,0,0,0,0.0077,0.0018,5e-04,0.016,0.0131,0,0,0,"E02004516"
0,0,0,0.0142,0.0307,2e-04,0,0,0.0178,1e-04,0.0405,8e-04,0,0.3669,0.0062,0.005,0.0029,0.0061,0,0.0178,0,6e-04,0.0144,0,0,0.0207,0.1189,0.0569,0,0.0044,0.0645,0,0,6e-04,0.0014,0.0065,0,0.0454,0,0,3e-04,0.002,0.0034,9e-04,0.0063,0,1e-04,0.0253,0,0.1182,"E02004517"
0,0,0.0032,0.0021,0.0265,0.002,0,0.0022,1e-04,0.0421,1e-04,0,2e-04,0,0.0105,0.0202,0.001,0.2395,0.0164,0,0,0,0.0088,1e-04,0,0.0492,0.3573,0.0422,0,0,0,0,0.0027,0,0.002,1e-04,0,0,0.024,0.0177,0.0031,0.0269,0,0,0.0027,0,0.0959,0.0011,0,0,"E02004518"
0,0,0.0191,0,0,0.0161,0.0288,0.1884,0,6e-04,0.0111,5e-04,2e-04,0.0018,0.0067,0.1144,0,0.5109,0,0,0,3e-04,0,0.0183,0,2e-04,0,0.0011,0,0.005,0,0,0.002,0.0043,0.001,0.0018,8e-04,0.0046,0,0.0026,0.0157,0,0.0016,0,0,3e-04,1e-04,0,1e-04,0.0413,"E02004519"
5e-04,0,6e-04,1e-04,0,8e-04,0.0314,0.0052,0,0.0287,0.2128,0,0,0,4e-04,0.0044,0.0126,0,0,0.0297,0,0.0061,0,0,0.0017,0,0,0.0054,0,8e-04,0.0037,0.1119,0.0041,0,0,0.0151,0.0849,0.2478,0.0281,0,0,0.0014,0,7e-04,2e-04,0,0.0322,0,1e-04,0.1284,"E02004520"
0.0904,0,0.0011,0.0557,0,0,0,0.0142,1e-04,0.1044,0.0034,0,0,0.0201,0.0011,0.0282,0.0104,0,0.0761,0,0,3e-04,0,0,0.0768,7e-04,0.0041,0.0028,3e-04,0,0,0,0.0661,0,0,0.0684,0,0.0866,0.0013,0.0032,0,0,0.1621,0,0,0.0711,3e-04,0.0092,0.0404,0.0012,"E02004521"
0.1407,4e-04,0.0467,0,7e-04,0.1772,0,0.0013,0,0.0043,0.0033,0.0047,0,1e-04,0,0,0,0.0314,0,0.052,0.2531,0,0.0084,0,0.146,0,0.0013,0.0657,0,9e-04,0.0025,0,0.0012,6e-04,0,7e-04,2e-04,0,0.0122,0,0,0,0,0,0,0,0,0.0081,0,0.0362,"E02004522"
0,0,0.0114,0,0,7e-04,0.0037,0.0217,0.0311,1e-04,0,0.0057,0,0.1996,1e-04,0,0,3e-04,0.0112,0,0.0345,0,0.0047,3e-04,0.0329,0.0051,0,0.003,0,0.0935,0,0,0.0833,0.0034,0.0111,4e-04,0.2883,0.0093,0,0.0447,0.0067,0,0,0,0,0.0718,0,0.0214,0,0,"E02004523"
0.0182,0.0121,0,0,0.2678,1e-04,0,0,0,0.0112,0.0037,1e-04,0,0.0238,0,0.0193,0,0.0231,0.0401,0,0,0,0.0134,0,0,0,0.0331,0.0016,9e-04,2e-04,0,0.0012,0,0,0,0,0.0377,0.0021,0.1673,0,0.2278,0,0,0,0,0.0048,4e-04,1e-04,0.0069,0.0828,"E02004524"
0,0.0116,0,0.0016,4e-04,0,0,1e-04,0,0,0.0039,0.0541,0.0427,0,0,0,0,0.0023,0,0,0.0583,0,0.0527,0,0,0.1265,0.032,0,0,0,0.004,6e-04,0,0.0043,4e-04,0,0.039,8e-04,0.0121,0,0.0329,0,0.5183,0,0,1e-04,0,9e-04,3e-04,1e-04,"E02004525"
0,0.0014,0.1302,3e-04,0.006,0.019,0,0,0.088,0.0017,0,0,0.0421,2e-04,0,0,0,0.001,0,0.1683,0.0176,0.0167,0,7e-04,0,0,0.002,0.0052,0.0127,0,0,0,2e-04,0.0029,0,0,0.0493,0,0,0,0.0592,0,0,0,0.2201,0,0,0.0096,0,0.1455,"E02004526"
0.0018,0,0,0.0052,0,0,0,0.0983,0,0.0203,0,0,0,0.0215,1e-04,0,0,0.0011,0,0,0.0138,0.0014,5e-04,0.0243,0,0,0,0.0653,4e-04,7e-04,0.0573,0.0242,4e-04,0,1e-04,0,0.0017,0.0399,0.0149,8e-04,0,0,0,0.0726,3e-04,0,0.2258,0.0233,0,0.2836,"E02004527"
1e-04,0,0,0,0,0,0.0089,2e-04,0,0,0.0621,0.0032,0.0093,0,0,0,0.0061,0.0229,0.0082,0.0266,0.0085,0.068,0.0043,0.0017,0.0023,0.0017,5e-04,0,0,0.0047,0,0.0555,0,0.1163,0,0,0,0,0.2358,9e-04,4e-04,0.0834,0.0028,0,0.0024,0,0.1169,0,0.1463,0,"E02004528"
0,8e-04,3e-04,0.0023,0.082,6e-04,0,0.0366,8e-04,7e-04,0.0081,8e-04,7e-04,0.021,0,0,1e-04,0.3941,0.0125,0,0,0.001,0.0189,0.1856,0,0.0042,0,0,0,0,0,0,0,0.0012,0,0.0795,1e-04,0,0.015,0.0584,0,0,0.0411,0,5e-04,0.0013,3e-04,0.001,0,0.0303,"E02004529"
0.0021,0,0,0,0.0196,1e-04,0,0,0,0.0047,0,0,0,1e-04,2e-04,6e-04,0,0,0.3201,0,0.0169,0.04,1e-04,0,0.0016,0,0,2e-04,0,0,0,0,0,0,0.0245,0,0.0976,3e-04,0.0084,8e-04,0.0049,0.0134,0.0276,0.0405,0.0011,2e-04,0.3266,0.0452,0,0.0023,"E02004530"
0.0145,0.0108,0,2e-04,0,0,0,8e-04,0,0.1652,0,0,6e-04,0,5e-04,0,0,0.0016,0,0.0174,0,0.2816,0.0396,0,0,0,0,1e-04,8e-04,6e-04,0.2897,0,0.0054,0,0,0.0829,0,0,0,0,0,0,0.0356,0.0409,3e-04,0,0,0,0.0109,0,"E02004531"
0.0022,0.0019,0.0706,0,0.0017,0,0.0019,5e-04,0.157,0.0514,0.0213,0.0252,0,0,0,0.0021,0,0.0068,0.003,0.0053,0.0068,0,0.1508,0,0.1335,0,7e-04,0.0157,0,0,0,0.0015,0,0.0141,0.0189,7e-04,0,0.2479,0,0,1e-04,0,0.0131,0,0.0054,0,6e-04,0,0,0.0391,"E02004532"
1e-04,0,0,0.0078,1e-04,0.0805,0.0068,1e-04,0.0017,0,0,0,0,1e-04,0,0,0.0242,0.011,2e-04,0.001,3e-04,1e-04,0.0121,0.0341,9e-04,0,0,0.0011,0.1431,0.0011,0,0.0224,0,0.0093,0,0,0.2346,0,0,3e-04,0.242,0.0225,0,0.0188,0,0.0849,0,5e-04,0,0.0383,"E02004533"
0.0585,0,0.0069,0,0,0,0,0,0,0.0258,1e-04,0,4e-04,0,0.2499,0,0.0457,0.0139,1e-04,0,0,0,0.0409,3e-04,7e-04,0.2413,1e-04,0,0.048,0,0.1008,0,0,3e-04,2e-04,0,0.016,0.0949,0.0016,0.0159,0,0,0.0048,0.011,0.0092,1e-04,0.0127,0,0,0,"E02004534"
0,0,0,4e-04,0.0148,0.1739,0,0.0016,3e-04,2e-04,0,0,0.0011,0.2507,3e-04,0.0992,0.0105,0,0.0109,0.0011,0,0,0.007,1e-04,0,0,0.0112,7e-04,0,0,0,2e-04,0,0.2481,0.0528,0,0,0.0076,0.0057,7e-04,0,0,0.0923,0,0.0031,0.0039,0,0,0.0017,0,"E02004535"
9e-04,0,0,0,0.0797,0.1901,9e-04,0,0.0483,0,0,0.0049,0,0,0.0158,0.0444,0.0394,0.1787,0,0,1e-04,0,0,0,0,0.0067,0,0.0151,0.0063,0,0,0.0202,0,0,5e-04,0.0433,0,0,2e-04,1e-04,0,0,0,0,0,0,0.2872,0.0168,3e-04,0,"E02004536"
0.0484,0,0.0394,0.0024,0,7e-04,0,0,0,0,0,0.2098,0,0.0265,0,0.0143,0,0,0,0.0028,0,0,0,0,0,0.1995,2e-04,5e-04,0,1e-04,0,2e-04,9e-04,0.0136,0.0039,0,0.0017,0.131,3e-04,0,0,0,0.0129,0.0139,0.2396,0,4e-04,0,0,0.0369,"E02004537"
0,0.0338,0.0038,0,0,8e-04,1e-04,0,0,0,0.0539,0.0121,0.0081,1e-04,0.0984,0,0,0,0.1546,0,0,0.0017,0,0,0.1844,0,0.001,0,0.0129,0,5e-04,0.0143,2e-04,0.0498,0,2e-04,0.1999,0,0.0347,0,0.0321,3e-04,0,0,0,0.0948,0.0058,0,0,0.0017,"E02004538"
0.0023,0,0.0705,2e-04,0.0144,0,0.0136,0.0121,0,0.0077,0.1826,0.0324,0,0,0,0.0019,0.0027,0.0873,0,0,1e-04,0.013,0,0,0.0046,0.0456,0,0,0,0,2e-04,0,0,0,0,0.0017,0,0.3829,0.0086,0,0.0051,3e-04,0.0482,0,0.02,0.0214,3e-04,0.0202,0,0,"E02004539"
0,0,0.0381,0.0087,1e-04,0.038,0,0.0876,0,0,0,0,2e-04,0,0,0,2e-04,0.001,5e-04,0.009,0.1329,0.0107,0.0095,0.1457,4e-04,0,3e-04,0,0.0226,0.002,0,0,0,0.0651,0.0676,0,0.0254,0.119,0.0095,0.1779,0.0021,0,0.0013,4e-04,0,0.0018,0,0,0.0114,0.0109,"E02004540"
0.0036,2e-04,0.0076,3e-04,0.26,0.0012,0,0.3068,0,0.0721,4e-04,0.0011,0,2e-04,0,0.0041,0.0013,0.0046,0,0.0053,0,0.0555,7e-04,8e-04,0.0059,0.0053,0,0,0.0106,0.0885,0.0141,0,0.0658,0,0.0071,0.0049,0.0108,0.0014,0,0.0158,0.0258,7e-04,0,0.0092,0,0,0,0,0.008,0,"E02004541"
1e-04,0,0,0,0.0101,0,0.0285,3e-04,0.18,0,0.0013,0.0294,0,0.023,0,0,0.001,1e-04,0.0292,3e-04,0,0.1254,0.015,0.0572,0,0.003,0,4e-04,0.0468,0.0031,0.1814,0.0014,0.0014,0.0238,0,0,0.0106,0,0.1177,0,0,4e-04,6e-04,0.0011,8e-04,3e-04,0.0786,0.0276,1e-04,1e-04,"E02004542"
0,0,0.2181,0,1e-04,0,1e-04,0,0,0.0135,0,0,0,0.0125,0.0061,0,0,0.0123,0,0.001,0,0,0.0074,0.0017,0,0,0,3e-04,0,0,0.0261,0,0,0,0,0.0192,1e-04,0.0347,0.156,6e-04,0.2334,0.0092,0,0.04,2e-04,0.0069,0,3e-04,0.2002,0,"E02004543"
0.0727,0,0,2e-04,0.0051,0.0247,0,0,0,0,0.0014,0,0,0.0069,0,0,0,5e-04,0,0.0176,0.0023,0,0.0454,0,0,0.0093,0,0.0055,0,2e-04,0.0402,0,0,0.0292,0.0018,0,0.0462,0.0667,1e-04,0,0,0,0,0.003,0.0213,0.0074,0.1303,0.3507,0,0.1114,"E02004544"
0.1247,0,3e-04,0.0033,0.0583,0,7e-04,0,0,0.1227,0,0.0146,0.0158,2e-04,0,0,0,6e-04,0.0056,0,8e-04,0,0,3e-04,0,2e-04,4e-04,0.0045,2e-04,0.1409,0,5e-04,0,0.1317,0,0,0,0,0.0152,0,4e-04,4e-04,0.1596,0,0.0029,0,2e-04,3e-04,0,0.1946,"E02004545"
0,0,0.0867,0.0059,0,3e-04,0.0031,0,0.3,2e-04,0.009,0.0355,0.0042,0,0.0157,0.0079,0.1902,0,0.022,0.0012,0.0013,0,0,1e-04,0,0,0,0.001,0.0432,0.052,0.1108,0.0371,0,0,0.0297,0,0.0131,0.0103,0,0,0.0016,0.0014,0.0016,0,0,0,0.0149,0,0,0,"E02004546"
0,0,0.0304,0,0.1538,0,0,0,5e-04,0,0,0,0.0011,0,0,0.0042,0.0059,0,0,0,0,0,0.0068,0.0168,7e-04,1e-04,0,1e-04,0,0,0.0625,0,0.0056,0.0422,0.0011,0,0.0354,0.0047,0.3818,0,0.0606,0.1249,0,0.0023,0,0,0.0587,0,0,0,"E02004547"
0.3594,2e-04,0,0,0,0.0471,0,0.0227,0,0,0,2e-04,0,0,0.078,0,0.0016,0,0.0022,0,0,0.2917,0,0.0026,0,0.1151,6e-04,1e-04,0.0068,0.0105,0.0089,0.0262,1e-04,0,0.0191,0,0,0,3e-04,0,0.0012,0,0.0029,0.0015,6e-04,0,1e-04,0,0,0,"E02004548"
0,0.0124,0.018,0,0,9e-04,0,0,0,0.2056,0,0.019,0,0.0587,0.0024,0,0.0502,0,0,0.0133,0,1e-04,0.0017,0.0079,0.0012,0.0182,0,0.0011,0,0.0014,0.0035,1e-04,0,0,0,0.0477,4e-04,0,0,0.0018,0.2319,0,0,0,0,0.2736,0,0,0.0031,0.0257,"E02004549"
0.0046,0.172,0.0679,7e-04,5e-04,0,0,0,0,0,0.0133,0.044,0,0,0.028,0,0,0.1344,0,0,0,0,0,0,9e-04,5e-04,0,0.0027,0.1337,0.0012,0,0.0021,0.0019,0,3e-04,0.0495,0,7e-04,0,0.0034,0,0.3013,1e-04,0,0,0.003,0.0199,0.0112,0,0.0023,"E02004550"
0.1284,0,0.0359,0.0013,0,0.0162,0,0,4e-04,0,0.0026,0.0061,2e-04,2e-04,0,0,0,0,0,0,0.0039,0,0.0048,2e-04,0.0013,0,0.0012,0,0,0,0,0.0218,0,0.0126,0,0,0,0.0048,1e-04,0.0054,0,0.0403,0.0042,0.1621,0.0048,0,0,0.0218,0.01,0.5095,"E02004551"
0.0477,6e-04,0.0182,9e-04,0,0,0.0017,0.3232,0.0053,2e-04,0,0,1e-04,0.008,8e-04,0.0071,0,0,0,0.0572,0.0192,0,0,0.111,0,0,0.0197,1e-04,0,0,0,0,0,0,0.0089,0,0,0.0015,0,0.007,0.0313,0.0026,0,0.2992,0,0,3e-04,0.0124,0.0021,0.0135,"E02004552"
0.0066,0,0.011,0,0.1699,0.0472,3e-04,0,5e-04,0.0022,0.0011,0.0807,1e-04,0,0.0072,0.0057,0,0,0,0.0072,0,0,0.3272,3e-04,0,0,6e-04,0.0124,0,0,3e-04,0,0.0059,0,0.0078,0.001,0.0341,0,0.0314,0.009,5e-04,0,0,1e-04,0.1441,0,0.0111,0.0743,0,0,"E02004553"
0,0.0091,0,2e-04,1e-04,0.0047,0,0,0,0.148,0.0016,0,0.027,0.0023,0.1029,6e-04,0.3163,0,0,0,0.0036,1e-04,0,0.0034,0.0137,0,0,0.0032,0.0325,0,0,0.0157,0,0,0,0,0,0,0.0236,0.12,1e-04,0.0573,0,0.0045,0.0037,0.0455,0.0321,0.0016,0.0074,0.0189,"E02004554"
0.0012,3e-04,0,0,0,0,0,1e-04,4e-04,0,0.0026,0.0096,0.001,6e-04,1e-04,0.1609,1e-04,0.0182,0,2e-04,1e-04,0.0215,0,0,0,0,0.3337,0.0151,0.001,2e-04,0,0,0,0.0118,0,0,0.3136,0,0,0.0059,0.0386,0.0609,1e-04,0.002,0,1e-04,0,0,0,0,"E02004555"
0,0,0,0.064,1e-04,0.0015,0,0.0059,1e-04,0.0076,0.006,0.0331,0.0182,0,0.0403,0,0.0073,0.0047,0.0215,0,0.0235,0,0,0.0081,0.076,1e-04,1e-04,0.0662,0.0243,0,0,0.0067,0,0.0335,0.0042,0,0.003,0,0.0124,0.0304,0,0.0205,0.2685,0,0,0.0213,0,0,0.0106,0.1803,"E02004556"
0,0,0,0.0054,0,1e-04,0,0,0.0087,0.0236,0,0,0.0041,0.0029,0.0028,0,0.0194,0.0047,1e-04,0,0.0029,0,0.4686,0,0.0165,1e-04,0,1e-04,0,9e-04,0,0.0621,0,0,1e-04,0.0711,0,0,0.001,0,0.02,0,0,0.1154,0,0,0.1597,0,0.0093,0,"E02004557"
5e-04,0.0184,0.031,0.044,0,0,0,5e-04,0.0024,5e-04,0.0262,4e-04,0,0,7e-04,0,8e-04,0,0,0,0,0,0.1343,0,0.0498,0,0.0405,0,0.0023,4e-04,0,1e-04,0,0.0016,0.1281,0,0.0206,0,0.3688,1e-04,0.0129,0,0,0.0483,0.001,0,0,0.0646,0,9e-04,"E02004558"
0,5e-04,8e-04,0,0.0019,0.1263,0,0.0233,2e-04,0.0234,0,1e-04,9e-04,0,0,0,0.0284,0.0017,1e-04,0,0.0064,0,0,1e-04,0,0,0,0,0,0.2689,1e-04,0.0531,2e-04,0,0,0,0,0,0,0,6e-04,0,0,0.0024,0,5e-04,0.123,0.3338,0.0021,0.001,"E02004559"
8e-04,1e-04,0.0073,0.0878,0,0.1928,0.4441,0,0,0,4e-04,0,0,0,0.0062,0.0318,6e-04,0,0.0039,0,0,0,0,1e-04,0.0975,0.0256,0.008,0,0,0,0,0.0085,0,0.0136,0,2e-04,0,0.0439,0,0,0.0025,0,0.007,0.0022,0,0.0021,0,0.0079,4e-04,0.0048,"E02004560"
2e-04,0,0,0,0.0075,0.0786,2e-04,0.0057,0.0062,0,0,0.492,0,4e-04,0,0,0.051,0,0.0013,0,0,0.0012,0,0.0172,0.0213,0,0,0,0,0,6e-04,0.0029,0,0.0263,0.0024,0,0.0549,0.0602,0,0.0071,0,0.0503,0.0163,0,0.0217,1e-04,0.0048,0.027,0.0424,0,"E02004561"
0,0,0,0.0065,0.0078,1e-04,0,0.0912,0.031,0,0.0624,0.1827,0,0,1e-04,0,0,0.0018,0,6e-04,7e-04,0.0128,0.0026,8e-04,0,0,0.0475,1e-04,0.024,0,0.3782,0.0046,0,0.0584,0.0284,0,0.0028,0.0527,0,0,0,7e-04,1e-04,0,0,3e-04,0,0,0,0.001,"E02004562"
1e-04,0.1629,0.0024,0,0,0.001,0,0.0014,0,0.0016,0,0,0,1e-04,0,1e-04,0,0,8e-04,0,0,0.0481,0.0059,0.0535,0.0158,5e-04,3e-04,2e-04,0,0.0048,0.0035,0.4422,0,0,0,0.0337,0.0552,1e-04,0,0.0069,2e-04,1e-04,0.1037,3e-04,0,0,0,0.0375,0.017,0,"E02004563"
0.0049,0,0.0294,0,0.0499,7e-04,0,0,0,0.001,0,3e-04,0.0067,0.0299,0.0019,0,0,0.0097,0.0126,0.0012,2e-04,0.0053,0,0.0597,1e-04,0.0022,0,1e-04,0,6e-04,1e-04,0.1517,0.4547,4e-04,1e-04,0,0.0234,3e-04,0,0.1207,0,0,0.0258,5e-04,0,0.003,0.0026,0,0,0,"E02004564"
0,0,0,0.1136,0,0,0.0057,0.1848,6e-04,4e-04,0.0171,0,2e-04,0,1e-04,9e-04,0.1894,0.3139,0,0,7e-04,0.0066,0.0425,0,0,0.0172,0.0164,8e-04,0,0.0198,0,0,0,0.0136,1e-04,0.0047,0,0,1e-04,0,0,0.046,2e-04,0.0037,0,1e-04,0,6e-04,0,0,"E02004565"
0.3336,0.0208,0.0578,0.0127,0,0,6e-04,2e-04,0.0012,0.2233,0.0828,1e-04,0.0013,0,0.0028,0.0868,0,0.001,0,0,0,2e-04,0,1e-04,0,0.0039,1e-04,0,0,0,0,0.0081,0,0.0701,0,0,0,0,3e-04,0.0223,0,0,0,0,0.0657,0,0,0,0,0.0041,"E02004566"
0,0,0,0.0094,0.0172,0,5e-04,0,0.0097,6e-04,0.0219,0.0198,0,0,0,0,0.0341,0.042,0.0018,0,0,0.0283,0.0539,0,0.0117,0.0015,0.1726,0.0034,0.0101,0,0.0023,0,0.0419,0.0095,5e-04,0.001,6e-04,0.0095,0,0.0332,3e-04,0,0.048,0.0014,0.0512,0.3019,0,6e-04,0.0594,0,"E02004567"
0,0,0.01,1e-04,0.2387,0.0274,0,0,0.0559,1e-04,0.0491,0.0033,0.0014,2e-04,0.018,0,0,0,0,0,0,0,0.001,9e-04,0,0,4e-04,0.1416,0,9e-04,0.0165,0,0.0088,0.0016,0.0146,0.1869,0.0017,0,0,0,9e-04,6e-04,0,0.0366,0.1163,0,0.0666,0,0,0,"E02004568"
0,0,0.0143,0,0,0,0.0034,0,0,0.0029,5e-04,0.0711,0,0,0.0745,1e-04,0,6e-04,0,2e-04,1e-04,0.017,0.0172,0.0043,0.0011,0,0.0067,0,8e-04,0,0,0,0,0.0147,1e-04,0,1e-04,0.1553,0,0.238,0,5e-04,3e-04,5e-04,0.221,0,6e-04,0,0.1544,0,"E02004569"
0,0.006,0,0,3e-04,2e-04,0.0111,0.2499,0.0276,0.0017,0.0413,5e-04,0,0,0,0,7e-04,0.0252,0,0,0,0.0037,0.0085,0,0,0,0,1e-04,0,0,0.0103,0,0,4e-04,0,0.3348,0,0,0.0198,0,0,0.0018,0.0023,0,0.0251,0,0,0,0.0398,0.189,"E02004570"
0,5e-04,0,0.0189,0,0,0.0952,0,0,2e-04,1e-04,0.0543,1e-04,0.0299,0.0262,3e-04,0,0,0.0143,0,0.0042,0,0,0,0.189,8e-04,0.0153,0.0049,1e-04,0,0,0,7e-04,0,0,0,0,0.0876,6e-04,4e-04,0.1912,0.0872,0.0259,0.0189,1e-04,0,1e-04,0,0.1309,0.0021,"E02004571"
0.018,0,0,0,0,0,1e-04,0,0,0.1169,0,0,0.0068,0,0,0,0.0051,0,0,0,0.0183,0,0,0,0.1812,0,0.3024,0,0.0035,0.0014,0.0071,0,5e-04,0.0165,0,0,4e-04,2e-04,0,0,0.0255,0,0.0056,0.2533,0.0277,0,0,0.0082,1e-04,0.0012,"E02004572"
0,0,0,0.0021,0,0,0,0,0,1e-04,9e-04,1e-04,0.0273,0,0,0.1103,0,0,0,0,0,0,0,0,0,3e-04,0.0557,0.0165,0,0,0.0886,0.1116,0,0,0,0.0028,0.0215,0.0174,6e-04,0.2973,0,0,0.1136,0.0824,4e-04,0,0,8e-04,0.0494,1e-04,"E02004573"
0,0,0.0504,0.0121,0.0208,0,0,0.0035,0,0.0466,0.0044,0.0447,0,0,0.0024,0.113,3e-04,5e-04,0,0.0249,0.0432,0.1945,0,0.0037,0.0082,0.0386,1e-04,1e-04,0.0252,0,0.0311,0.0137,0,0,0.0171,0,0,0.0079,2e-04,0,0,0.0538,0,0,0.0014,0,0,0.1716,0.0181,0.0479,"E02004574"
0,0,0,0,0,0.1577,0.0118,0,0,0,0.0829,0.0015,0,6e-04,0,0,0.2392,0.0379,0,1e-04,0.0011,0.3678,0.0103,0,0,0,2e-04,0,0,1e-04,0,0,0,0,0.0251,1e-04,1e-04,0.0062,8e-04,0,0.028,0,0,0.0129,0.0021,0.0085,0,0,0.0049,1e-04,"E02004575"
0.1921,0,0,0.2355,0.0018,0.0324,0,0.0076,1e-04,0.0184,0,9e-04,0.2383,0,0.0056,0.0042,0.0016,0.0123,0.0391,1e-04,0,0.0251,0.0015,0,0.0933,0.0063,1e-04,0,0.0101,0.002,0,4e-04,0,0.05,0,2e-04,0,0.0082,0.0018,0.0047,0.0064,0,0,0,0,0,1e-04,0,0,0,"E02004576"
0,0,0,0,0,5e-04,0.0445,0,2e-04,0.0102,0,3e-04,0.2052,0,1e-04,0,1e-04,0,0.001,0,0.0675,0,0.2567,0.0042,0,0,0,0.0183,1e-04,0.0113,0.0051,0.0302,0,0,0,0.0221,1e-04,0.0947,0.0041,0.0072,0,0.1317,0,0,0,0,0.0825,0,3e-04,0.0018,"E02004577"
0,0,0.0031,0.0346,0,1e-04,0,0.0412,4e-04,0.003,0,0,0,3e-04,0,0,0,0,0.0123,0,0.0922,0,0.0019,0,0.0138,0.0146,0.0601,1e-04,7e-04,0.1673,9e-04,0.1516,0.0141,0.0378,0.0489,0.0018,0,0,0.0246,0,0.0048,0.1785,0.005,0.0169,0.0035,0.0035,0,0.0122,0.01,0.04,"E02004578"
0.0146,0.0016,0.3254,0,0.0032,0,0.1086,1e-04,0.1636,0,1e-04,7e-04,0.0013,0,4e-04,0,0.0232,6e-04,0,5e-04,0,0,0.0245,0,0.029,1e-04,0,0,0,0.0575,0,0.0156,0,1e-04,0,0.03,0,0,0.0673,0.0021,0,0,0.0265,3e-04,0.0952,0,0.0039,0.0016,0.0022,0,"E02004579"
3e-04,0,0.2395,0.0267,0,0,0,0.0028,0,0,0.0034,0.0016,9e-04,0,0.0051,0.0032,1e-04,0,1e-04,0,0,0.0398,0.0094,8e-04,0.0145,2e-04,0,0,0,0.0029,1e-04,0.2608,0,0.3199,0,0,0.0107,0,0,0,0.0037,0.0202,8e-04,0,0,0.0012,0,0.0136,0.0177,0,"E02004580"
0,0,0.0337,0,0.1099,0.0227,0,2e-04,0,0.0706,0,0.0041,0,0,0.0176,0,0.0079,3e-04,0,0,0,9e-04,0,0,0,0,0,0.2102,0,0,0,0.0053,0,1e-04,0.0155,0.0016,8e-04,0,0.0029,1e-04,0.3778,0.0025,1e-04,0,0,0.0013,0.0622,0,1e-04,0.0516,"E02004581"
0.094,0.0026,0.1739,0.0377,0,0,0,0,0,0,0.0936,1e-04,0,0.234,0.0035,0.0013,0.068,1e-04,0,0,0.0044,0.0652,0.0891,1e-04,6e-04,0.0019,1e-04,0,0,0,0,0,0,0.002,0,0.0015,0,0,0,0,0.0288,0,0.0011,0,4e-04,0.0831,0.0045,0,0.0083,0,"E02004582"
0,0,0,0,0.0029,0,0.0039,0.0232,0.0153,0,6e-04,0.0011,0,1e-04,0,0.0123,0.3425,0,0.048,0,1e-04,0,0.015,0,0.0301,2e-04,0.1367,0,0,0.0011,0.0065,0.0014,0,0,0,0,0.0062,0.0157,0,0.0056,0,0.0421,0,0,0.1753,0.0188,0,0.0926,0,0.0028,"E02004583"
0,0.0619,0,0.0189,0,0,0.1228,0,0.001,2e-04,0,0.0024,9e-04,0,0,0.1161,0.0262,0.0238,0.004,0,1e-04,3e-04,0,0,0,0.0017,0.0041,1e-04,0,0.0171,0.0261,1e-04,0.0032,0,2e-04,0.0341,0.0024,0,0,0,0,0.0217,0,0.3165,0.001,0,0,0,0.1929,2e-04,"E02004584"
